brand_name,generic_name,status,earliest_expiry,days_until,category,route,strength,approval_date,patent_count,approval_year,approval_month,brand_price_monthly,brand_price_annual,generic_price_monthly,generic_price_annual,monthly_savings,annual_savings,savings_percent,generic_available
VALTOCO,DIAZEPAM,Expired,2025-05-11,-313,Other,SPRAY;NASAL,5MG/SPRAY,2020-01-10,27,2020.0,1.0,305.19,3662.28,73.62,883.44,231.57,2778.84,75.9,Yes
ZYDELIG,IDELALISIB,Expired,2025-05-12,-312,Oral,TABLET;ORAL,100MG,2014-07-23,18,2014.0,7.0,628.89,7546.68,76.14,913.68,552.75,6633.0,87.9,Yes
LYMPHOSEEK KIT,TECHNETIUM TC-99M TILMANOCEPT,Expired,2025-05-12,-312,Injectable,INJECTABLE;INJECTION,,2013-03-13,2,2013.0,3.0,1072.0,12864.0,227.58,2730.96,844.42,10133.04,78.8,Yes
STRIVERDI RESPIMAT,OLODATEROL HYDROCHLORIDE,Expired,2025-05-12,-312,Respiratory,"SPRAY, METERED;INHALATION",EQ 0.0025MG BASE/INH,2014-07-31,3,2014.0,7.0,184.64,2215.68,48.59,583.08,136.05,1632.6,73.7,Yes
OLYSIO,SIMEPREVIR SODIUM,Expired,2025-05-19,-305,Oral,CAPSULE;ORAL,EQ 150MG BASE,2013-11-22,9,2013.0,11.0,302.83,3633.96,52.48,629.76,250.35,3004.2,82.7,Yes
BREO ELLIPTA,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,Expired,2025-05-21,-303,Respiratory,POWDER;INHALATION,0.05MG/INH;EQ 0.025MG BASE/INH,2023-05-12,43,2023.0,5.0,222.55,2670.6,47.44,569.28,175.11,2101.32,78.7,Yes
FYCOMPA,PERAMPANEL,Expired,2025-05-23,-301,Oral,SUSPENSION;ORAL,0.5MG/ML,2016-04-29,42,2016.0,4.0,750.79,9009.48,128.82,1545.84,621.97,7463.64,82.8,Yes
MIRVASO,BRIMONIDINE TARTRATE,Expired,2025-05-24,-300,Topical,GEL;TOPICAL,EQ 0.33% BASE,2013-08-23,11,2013.0,8.0,338.6,4063.2,81.57,978.84,257.03,3084.36,75.9,Yes
ONPATTRO,PATISIRAN SODIUM,Expired,2025-05-27,-297,Injectable,SOLUTION;INTRAVENOUS,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),2018-08-10,14,2018.0,8.0,2083.51,25002.12,349.96,4199.52,1733.55,20802.6,83.2,Yes
ZOMETA,ZOLEDRONIC ACID,Expired,2025-05-29,-295,Injectable,INJECTABLE;INTRAVENOUS,EQ 4MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2003-03-07,9,2003.0,3.0,2678.65,32143.8,465.43,5585.16,2213.22,26558.64,82.6,Yes
WINLEVI,CLASCOTERONE,Expired,2025-05-31,-293,Topical,CREAM;TOPICAL,1%,2020-08-26,10,2020.0,8.0,337.18,4046.16,83.33,999.96,253.85,3046.2,75.3,Yes
FOLOTYN,PRALATREXATE,Expired,2025-05-31,-293,Injectable,SOLUTION;INTRAVENOUS,20MG/ML (20MG/ML),2009-09-24,4,2009.0,9.0,966.43,11597.16,162.45,1949.4,803.98,9647.76,83.2,Yes
NUZYRA,OMADACYCLINE TOSYLATE,Expired,2025-06-02,-291,Injectable,POWDER;INTRAVENOUS,EQ 100MG BASE/VIAL,2018-10-02,15,2018.0,10.0,2731.4,32776.8,643.08,7716.96,2088.32,25059.84,76.5,Yes
CIPRODEX,CIPROFLOXACIN; DEXAMETHASONE,Expired,2025-06-04,-289,Other,SUSPENSION/DROPS;OTIC,0.3%;0.1%,2003-07-18,1,2003.0,7.0,369.67,4436.04,73.65,883.8,296.02,3552.24,80.1,Yes
ARIKAYCE KIT,AMIKACIN SULFATE,Expired,2025-06-06,-287,Respiratory,"SUSPENSION, LIPOSOMAL;INHALATION",EQ 590MG BASE/8.4ML,2018-09-28,14,2018.0,9.0,513.35,6160.2,115.36,1384.32,397.99,4775.88,77.5,Yes
BRIXADI,BUPRENORPHINE,Expired,2025-06-06,-287,Injectable,"SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS",8MG/0.16ML (50MG/ML),2023-05-23,63,2023.0,5.0,2740.23,32882.76,649.64,7795.68,2090.59,25087.08,76.3,Yes
TAFINLAR,DABRAFENIB MESYLATE,Expired,2025-06-10,-283,Oral,CAPSULE;ORAL,EQ 50MG BASE,2013-05-29,68,2013.0,5.0,322.6,3871.2,46.63,559.56,275.97,3311.64,85.5,Yes
MEKINIST,TRAMETINIB DIMETHYL SULFOXIDE,Expired,2025-06-10,-283,Oral,SOLUTION;ORAL,EQ 0.05MG BASE/ML,2023-03-16,87,2023.0,3.0,177.04,2124.48,26.82,321.84,150.22,1802.64,84.9,Yes
POMALYST,POMALIDOMIDE,Expired,2025-06-17,-276,Oral,CAPSULE;ORAL,1MG,2013-02-08,36,2013.0,2.0,259.55,3114.6,35.28,423.36,224.27,2691.24,86.4,Yes
TOBI PODHALER,TOBRAMYCIN,Expired,2025-06-20,-273,Respiratory,POWDER;INHALATION,28MG,2013-03-22,4,2013.0,3.0,342.2,4106.4,88.73,1064.76,253.47,3041.64,74.1,Yes
LATUDA,LURASIDONE HYDROCHLORIDE,Expired,2025-06-23,-270,Oral,TABLET;ORAL,20MG,2011-12-07,65,2011.0,12.0,672.61,8071.32,78.26,939.12,594.35,7132.2,88.4,Yes
KALYDECO,IVACAFTOR,Expired,2025-06-24,-269,Oral,GRANULE;ORAL,5.8MG/PACKET,2023-05-03,184,2023.0,5.0,702.51,8430.12,97.72,1172.64,604.79,7257.48,86.1,Yes
SOLODYN,MINOCYCLINE HYDROCHLORIDE,Expired,2025-06-24,-269,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 45MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2006-05-08,39,2006.0,5.0,104.87,1258.44,20.65,247.8,84.22,1010.64,80.3,Yes
SYMDEKO (COPACKAGED),"IVACAFTOR; IVACAFTOR, TEZACAFTOR",Expired,2025-06-24,-269,Oral,TABLET;ORAL,"75MG;75MG, 50MG",2019-06-21,67,2019.0,6.0,457.52,5490.24,57.56,690.72,399.96,4799.52,87.4,Yes
XIMINO,MINOCYCLINE HYDROCHLORIDE,Expired,2025-06-24,-269,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 45MG BASE,2012-07-11,18,2012.0,7.0,392.19,4706.28,64.98,779.76,327.21,3926.52,83.4,Yes
ALYFTREK,DEUTIVACAFTOR; TEZACAFTOR; VANZACAFTOR CALCIUM,Expired,2025-06-24,-269,Oral,TABLET;ORAL,50MG;20MG;EQ 4MG BASE,2024-12-20,63,2024.0,12.0,255.48,3065.76,33.86,406.32,221.62,2659.44,86.7,Yes
TRIKAFTA (COPACKAGED),"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",Expired,2025-06-24,-269,Oral,GRANULES;ORAL,"80MG, 60MG, 40MG;59.5MG",2023-04-26,219,2023.0,4.0,183.91,2206.92,32.62,391.44,151.29,1815.48,82.3,Yes
NUCYNTA ER,TAPENTADOL HYDROCHLORIDE,Expired,2025-06-27,-266,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 50MG BASE,2011-08-25,40,2011.0,8.0,336.33,4035.96,38.03,456.36,298.3,3579.6,88.7,Yes
NUCYNTA,TAPENTADOL HYDROCHLORIDE,Expired,2025-06-27,-266,Oral,SOLUTION;ORAL,EQ 20MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2012-10-15,8,2012.0,10.0,760.04,9120.48,149.71,1796.52,610.33,7323.96,80.3,Yes
EXONDYS 51,ETEPLIRSEN,Expired,2025-06-28,-265,Injectable,SOLUTION;INTRAVENOUS,100MG/2ML (50MG/ML),2016-09-19,26,2016.0,9.0,1308.01,15696.12,255.56,3066.72,1052.45,12629.4,80.5,Yes
VYONDYS 53,GOLODIRSEN,Expired,2025-06-28,-265,Injectable,SOLUTION;INTRAVENOUS,100MG/2ML (50MG/ML),2019-12-12,8,2019.0,12.0,1796.98,21563.76,311.96,3743.52,1485.02,17820.24,82.6,Yes
AMONDYS 45,CASIMERSEN,Expired,2025-06-28,-265,Injectable,SOLUTION;INTRAVENOUS,100MG/2ML (50MG/ML),2021-02-25,8,2021.0,2.0,2257.55,27090.6,355.22,4262.64,1902.33,22827.96,84.3,Yes
VYLEESI (AUTOINJECTOR),BREMELANOTIDE ACETATE,Expired,2025-06-28,-265,Injectable,SOLUTION;SUBCUTANEOUS,EQ 1.75MG BASE/0.3ML (EQ 1.75MG BASE/0.3 ML),2019-06-21,5,2019.0,6.0,1409.07,16908.84,235.28,2823.36,1173.79,14085.48,83.3,Yes
RYANODEX,DANTROLENE SODIUM,Expired,2025-06-30,-263,Injectable,FOR SUSPENSION;INTRAVENOUS,250MG/VIAL,2014-07-22,1,2014.0,7.0,2929.46,35153.52,591.68,7100.16,2337.78,28053.36,79.8,Yes
DOJOLVI,TRIHEPTANOIN,Expired,2025-07-01,-262,Oral,LIQUID;ORAL,100% w/w,2020-06-30,2,2020.0,6.0,773.71,9284.52,103.45,1241.4,670.26,8043.12,86.6,Yes
TROXYCA ER,NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE,Expired,2025-07-03,-260,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",1.2MG;10MG,2016-08-19,12,2016.0,8.0,276.25,3315.0,50.52,606.24,225.73,2708.76,81.7,Yes
EMBEDA,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,Expired,2025-07-03,-260,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",20MG;0.8MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2009-08-13,54,2009.0,8.0,448.07,5376.84,64.11,769.32,383.96,4607.52,85.7,Yes
OMEGAVEN,FISH OIL TRIGLYCERIDES,Expired,2025-07-11,-252,Injectable,EMULSION;INTRAVENOUS,5GM/50ML (0.1GM/ML),2018-07-27,4,2018.0,7.0,1252.2,15026.4,218.97,2627.64,1033.23,12398.76,82.5,Yes
VEREGEN,SINECATECHINS,Expired,2025-07-12,-251,Topical,OINTMENT;TOPICAL,15%,2006-10-31,2,2006.0,10.0,171.15,2053.8,36.23,434.76,134.92,1619.04,78.8,Yes
QTERN,DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,Expired,2025-07-13,-250,Oral,TABLET;ORAL,5MG;EQ 5MG BASE,2019-05-02,30,2019.0,5.0,125.82,1509.84,21.47,257.64,104.35,1252.2,82.9,Yes
PROMACTA KIT,ELTROMBOPAG OLAMINE,Expired,2025-07-13,-250,Oral,FOR SUSPENSION;ORAL,EQ 12.5MG ACID/PACKET,2018-09-27,10,2018.0,9.0,526.7,6320.4,61.47,737.64,465.23,5582.76,88.3,Yes
PROMACTA,ELTROMBOPAG OLAMINE,Expired,2025-07-13,-250,Oral,TABLET;ORAL,EQ 12.5MG ACID,2011-10-20,79,2011.0,10.0,451.88,5422.56,52.76,633.12,399.12,4789.44,88.3,Yes
QTERNMET XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,Expired,2025-07-13,-250,Oral,"TABLET, EXTENDED RELEASE;ORAL",2.5MG;1GM;EQ 2.5MG BASE,2019-05-02,44,2019.0,5.0,136.04,1632.48,14.1,169.2,121.94,1463.28,89.6,Yes
KOMBIGLYZE XR,METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,Expired,2025-07-13,-250,Oral,"TABLET, EXTENDED RELEASE;ORAL",1GM;EQ 2.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2010-11-05,6,2010.0,11.0,295.05,3540.6,51.23,614.76,243.82,2925.84,82.6,Yes
OSPHENA,OSPEMIFENE,Expired,2025-07-21,-242,Oral,TABLET;ORAL,60MG,2013-02-26,6,2013.0,2.0,735.79,8829.48,122.42,1469.04,613.37,7360.44,83.4,Yes
SAXENDA,LIRAGLUTIDE,Expired,2025-08-13,-219,Injectable,SOLUTION;SUBCUTANEOUS,18MG/3ML (6MG/ML),2014-12-23,4,2014.0,12.0,1098.9,13186.8,216.99,2603.88,881.91,10582.92,80.3,Yes
VICTOZA,LIRAGLUTIDE,Expired,2025-08-13,-219,Injectable,SOLUTION;SUBCUTANEOUS,18MG/3ML (6MG/ML),2010-01-25,4,2010.0,1.0,862.24,10346.88,202.12,2425.44,660.12,7921.44,76.6,Yes
OZEMPIC,SEMAGLUTIDE,Expired,2025-08-13,-219,Injectable,SOLUTION;SUBCUTANEOUS,2MG/1.5ML (1.34MG/ML),2017-12-05,72,2017.0,12.0,1723.63,20683.56,397.41,4768.92,1326.22,15914.64,76.9,Yes
OMEPRAZOLE,OMEPRAZOLE,Expired,2025-08-16,-216,Oral,"TABLET, DELAYED RELEASE;ORAL",20MG,2007-12-04,3,2007.0,12.0,789.96,9479.52,125.24,1502.88,664.72,7976.64,84.1,Yes
ONZETRA XSAIL,SUMATRIPTAN SUCCINATE,Expired,2025-08-18,-214,Other,POWDER;NASAL,EQ 11MG BASE,2016-01-27,21,2016.0,1.0,221.03,2652.36,52.35,628.2,168.68,2024.16,76.3,Yes
GENOSYL,NITRIC OXIDE,Expired,2025-08-18,-214,Respiratory,GAS;INHALATION,800PPM,2019-12-20,24,2019.0,12.0,452.46,5429.52,99.81,1197.72,352.65,4231.8,77.9,Yes
QOLIANA,BRIMONIDINE TARTRATE,Expired,2025-08-19,-213,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.15%,2006-05-22,1,2006.0,5.0,404.65,4855.8,44.99,539.88,359.66,4315.92,88.9,Yes
TYVASO DPI,TREPROSTINIL,Expired,2025-08-23,-209,Respiratory,POWDER;INHALATION,0.016MG/INH,2022-05-23,35,2022.0,5.0,256.94,3083.28,58.32,699.84,198.62,2383.44,77.3,Yes
ACETADOTE,ACETYLCYSTEINE,Expired,2025-08-24,-208,Injectable,INJECTABLE;INTRAVENOUS,6GM/30ML (200MG/ML),2004-01-23,5,2004.0,1.0,2320.54,27846.48,361.33,4335.96,1959.21,23510.52,84.4,Yes
ZURAMPIC,LESINURAD,Expired,2025-08-25,-207,Oral,TABLET;ORAL,200MG,2015-12-22,12,2015.0,12.0,357.45,4289.4,54.73,656.76,302.72,3632.64,84.7,Yes
DUZALLO,ALLOPURINOL; LESINURAD,Expired,2025-08-25,-207,Oral,TABLET;ORAL,200MG;200MG,2017-08-18,18,2017.0,8.0,542.61,6511.32,105.08,1260.96,437.53,5250.36,80.6,Yes
GIVLAARI,GIVOSIRAN SODIUM,Expired,2025-08-28,-204,Injectable,SOLUTION;SUBCUTANEOUS,EQ 189MG BASE/ML (EQ 189MG BASE/ML),2019-11-20,9,2019.0,11.0,2083.82,25005.84,320.77,3849.24,1763.05,21156.6,84.6,Yes
OLUX E,CLOBETASOL PROPIONATE,Expired,2025-08-31,-201,Respiratory,"AEROSOL, FOAM;TOPICAL",0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2007-01-12,2,2007.0,1.0,391.1,4693.2,83.0,996.0,308.1,3697.2,78.8,Yes
VERDESO,DESONIDE,Expired,2025-08-31,-201,Respiratory,"AEROSOL, FOAM;TOPICAL",0.05%,2006-09-19,3,2006.0,9.0,190.63,2287.56,46.75,561.0,143.88,1726.56,75.5,Yes
AMITIZA,LUBIPROSTONE,Expired,2025-09-01,-200,Oral,CAPSULE;ORAL,8MCG,2008-04-29,8,2008.0,4.0,684.71,8216.52,132.41,1588.92,552.3,6627.6,80.7,Yes
ERIVEDGE,VISMODEGIB,Expired,2025-09-02,-199,Oral,CAPSULE;ORAL,150MG,2012-01-30,3,2012.0,1.0,324.55,3894.6,42.72,512.64,281.83,3381.96,86.8,Yes
VIZAMYL,FLUTEMETAMOL F-18,Expired,2025-09-03,-198,Injectable,INJECTABLE;INTRAVENOUS,40.5mCi/10ML (4.05mCi/ML),2013-10-25,4,2013.0,10.0,966.3,11595.6,193.96,2327.52,772.34,9268.08,79.9,Yes
QUTENZA,CAPSAICIN,Expired,2025-09-06,-195,Topical,PATCH;TOPICAL,8%,2009-11-16,3,2009.0,11.0,93.05,1116.6,14.34,172.08,78.71,944.52,84.6,Yes
PRADAXA,DABIGATRAN ETEXILATE MESYLATE,Expired,2025-09-07,-194,Oral,CAPSULE;ORAL,EQ 75MG BASE,2010-10-19,24,2010.0,10.0,513.63,6163.56,58.98,707.76,454.65,5455.8,88.5,Yes
COREG CR,CARVEDILOL PHOSPHATE,Expired,2025-09-11,-190,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",10MG,2006-10-20,8,2006.0,10.0,574.3,6891.6,114.09,1369.08,460.21,5522.52,80.1,Yes
PROLENSA,BROMFENAC SODIUM,Expired,2025-09-11,-190,Eye Care,SOLUTION/DROPS;OPHTHALMIC,EQ 0.07% ACID,2013-04-05,3,2013.0,4.0,106.64,1279.68,20.96,251.52,85.68,1028.16,80.3,Yes
EPIPEN,EPINEPHRINE,Expired,2025-09-11,-190,Injectable,"INJECTABLE;INTRAMUSCULAR, SUBCUTANEOUS",0.3MG/DELIVERY,1987-12-22,5,1987.0,12.0,1780.23,21362.76,267.91,3214.92,1512.32,18147.84,85.0,Yes
EPIPEN JR.,EPINEPHRINE,Expired,2025-09-11,-190,Injectable,"INJECTABLE;INTRAMUSCULAR, SUBCUTANEOUS",0.15MG/DELIVERY,1987-12-22,5,1987.0,12.0,1066.24,12794.88,261.42,3137.04,804.82,9657.84,75.5,Yes
OPANA ER,OXYMORPHONE HYDROCHLORIDE,Expired,2025-09-15,-186,Oral,"TABLET, EXTENDED RELEASE;ORAL",5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2006-06-22,42,2006.0,6.0,551.62,6619.44,90.42,1085.04,461.2,5534.4,83.6,Yes
POSIMIR,BUPIVACAINE,Expired,2025-09-15,-186,Other,SOLUTION;INFILTRATION,660MG/5ML (132MG/ML),2021-02-01,6,2021.0,2.0,187.18,2246.16,44.32,531.84,142.86,1714.32,76.3,Yes
COMBOGESIC,ACETAMINOPHEN; IBUPROFEN,Expired,2025-09-22,-179,Oral,TABLET;ORAL,325MG;97.5MG,2023-03-01,3,2023.0,3.0,583.66,7003.92,84.91,1018.92,498.75,5985.0,85.5,Yes
NUPLAZID,PIMAVANSERIN TARTRATE,Expired,2025-09-26,-175,Oral,CAPSULE;ORAL,EQ 34MG BASE,2018-06-28,18,2018.0,6.0,370.71,4448.52,56.18,674.16,314.53,3774.36,84.8,Yes
FANAPT,ILOPERIDONE,Expired,2025-09-30,-171,Oral,TABLET;ORAL,1MG,2009-05-06,63,2009.0,5.0,755.71,9068.52,112.51,1350.12,643.2,7718.4,85.1,Yes
OFEV,NINTEDANIB ESYLATE,Expired,2025-10-01,-170,Oral,CAPSULE;ORAL,EQ 100MG BASE,2014-10-15,16,2014.0,10.0,196.26,2355.12,32.71,392.52,163.55,1962.6,83.3,Yes
FEMTRACE,ESTRADIOL ACETATE,Expired,2025-10-02,-169,Oral,TABLET;ORAL,0.45MG,2004-08-20,3,2004.0,8.0,338.75,4065.0,38.61,463.32,300.14,3601.68,88.6,Yes
TREXIMET,NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE,Expired,2025-10-02,-169,Oral,TABLET;ORAL,60MG;EQ 10MG BASE,2015-05-14,4,2015.0,5.0,179.43,2153.16,18.48,221.76,160.95,1931.4,89.7,Yes
XIGDUO XR,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,Expired,2025-10-04,-167,Oral,"TABLET, EXTENDED RELEASE;ORAL",2.5MG;1GM,2017-07-28,50,2017.0,7.0,747.29,8967.48,97.74,1172.88,649.55,7794.6,86.9,Yes
XELSTRYM,DEXTROAMPHETAMINE,Expired,2025-10-07,-164,Other,SYSTEM;TRANSDERMAL,4.5MG/9HR,2022-03-22,24,2022.0,3.0,538.67,6464.04,118.76,1425.12,419.91,5038.92,78.0,Yes
DAYTRANA,METHYLPHENIDATE,Expired,2025-10-07,-164,Other,"FILM, EXTENDED RELEASE;TRANSDERMAL",10MG/9HR (1.1MG/HR),2006-04-06,12,2006.0,4.0,228.97,2747.64,38.97,467.64,190.0,2280.0,83.0,Yes
QUARTETTE,ETHINYL ESTRADIOL; LEVONORGESTREL,Expired,2025-10-07,-164,Oral,TABLET;ORAL,"0.02MG,0.15MG;0.025MG,0.15MG;0.03MG,0.15MG;0.01MG,N/A",2013-03-28,2,2013.0,3.0,561.99,6743.88,94.05,1128.6,467.94,5615.28,83.3,Yes
BAXDELA,DELAFLOXACIN MEGLUMINE,Expired,2025-10-07,-164,Injectable,POWDER;INTRAVENOUS,EQ 300MG BASE/VIAL,2017-06-19,22,2017.0,6.0,2543.06,30516.72,628.11,7537.32,1914.95,22979.4,75.3,Yes
NERLYNX,NERATINIB MALEATE,Expired,2025-10-08,-163,Oral,TABLET;ORAL,EQ 40MG BASE,2017-07-17,23,2017.0,7.0,488.64,5863.68,53.45,641.4,435.19,5222.28,89.1,Yes
ZOKINVY,LONAFARNIB,Expired,2025-10-17,-154,Oral,CAPSULE;ORAL,50MG,2020-11-20,4,2020.0,11.0,470.76,5649.12,78.74,944.88,392.02,4704.24,83.3,Yes
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Expired,2025-10-18,-153,Injectable,SOLUTION;INJECTION,200MG/100ML (2MG/ML),1996-09-24,4,1996.0,9.0,1104.63,13255.56,214.71,2576.52,889.92,10679.04,80.6,Yes
LENVIMA,LENVATINIB MESYLATE,Expired,2025-10-24,-147,Oral,CAPSULE;ORAL,EQ 4MG BASE,2015-02-13,42,2015.0,2.0,165.17,1982.04,30.86,370.32,134.31,1611.72,81.3,Yes
TRUQAP,CAPIVASERTIB,Expired,2025-10-25,-146,Oral,TABLET;ORAL,160MG,2023-11-16,18,2023.0,11.0,728.05,8736.6,85.7,1028.4,642.35,7708.2,88.2,Yes
RENVELA,SEVELAMER CARBONATE,Expired,2025-10-27,-144,Oral,FOR SUSPENSION;ORAL,2.4GM/PACKET,2009-02-18,3,2009.0,2.0,730.29,8763.48,123.61,1483.32,606.68,7280.16,83.1,Yes
ZETIA,EZETIMIBE,Expired,2025-10-30,-141,Oral,TABLET;ORAL,10MG,2002-10-25,3,2002.0,10.0,543.17,6518.04,99.84,1198.08,443.33,5319.96,81.6,Yes
CRESEMBA,ISAVUCONAZONIUM SULFATE,Expired,2025-10-31,-140,Oral,CAPSULE;ORAL,74.5MG,2022-11-22,14,2022.0,11.0,337.32,4047.84,65.6,787.2,271.72,3260.64,80.6,Yes
GATTEX KIT,TEDUGLUTIDE,Expired,2025-11-01,-139,Injectable,POWDER;SUBCUTANEOUS,5MG/VIAL,2012-12-21,4,2012.0,12.0,1373.02,16476.24,299.76,3597.12,1073.26,12879.12,78.2,Yes
AFINITOR,EVEROLIMUS,Expired,2025-11-01,-139,Oral,TABLET;ORAL,2.5MG,2010-07-09,12,2010.0,7.0,608.17,7298.04,91.05,1092.6,517.12,6205.44,85.0,Yes
ASTEPRO ALLERGY,AZELASTINE HYDROCHLORIDE,Expired,2025-11-22,-118,Other,"SPRAY, METERED;NASAL",0.2055MG/SPRAY,2021-06-17,3,2021.0,6.0,548.56,6582.72,116.18,1394.16,432.38,5188.56,78.8,Yes
ASTEPRO,AZELASTINE HYDROCHLORIDE,Expired,2025-11-22,-118,Other,"SPRAY, METERED;NASAL",0.137MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2008-10-15,5,2008.0,10.0,543.54,6522.48,128.76,1545.12,414.78,4977.36,76.3,Yes
CHILDREN'S ASTEPRO ALLERGY,AZELASTINE HYDROCHLORIDE,Expired,2025-11-22,-118,Other,"SPRAY, METERED;NASAL",0.2055MG/SPRAY,2021-06-17,3,2021.0,6.0,489.94,5879.28,101.45,1217.4,388.49,4661.88,79.3,Yes
NAMZARIC,DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,Expired,2025-11-22,-118,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",10MG;7MG,2016-07-18,28,2016.0,7.0,549.42,6593.04,56.61,679.32,492.81,5913.72,89.7,Yes
GOCOVRI,AMANTADINE HYDROCHLORIDE,Expired,2025-11-23,-117,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 68.5MG BASE,2017-08-24,48,2017.0,8.0,158.9,1906.8,30.68,368.16,128.22,1538.64,80.7,Yes
LYBALVI,OLANZAPINE; SAMIDORPHAN L-MALATE,Expired,2025-11-23,-117,Oral,TABLET;ORAL,5MG;EQ 10MG BASE,2021-05-28,88,2021.0,5.0,213.14,2557.68,36.01,432.12,177.13,2125.56,83.1,Yes
OSMOLEX ER,AMANTADINE HYDROCHLORIDE,Expired,2025-11-23,-117,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 129MG BASE,2018-02-16,102,2018.0,2.0,728.99,8747.88,122.22,1466.64,606.77,7281.24,83.2,Yes
EPIDUO,ADAPALENE; BENZOYL PEROXIDE,Expired,2025-11-23,-117,Topical,GEL;TOPICAL,0.1%;2.5%,2008-12-08,4,2008.0,12.0,274.06,3288.72,47.02,564.24,227.04,2724.48,82.8,Yes
SPY AGENT GREEN KIT,INDOCYANINE GREEN,Expired,2025-11-24,-116,Injectable,"POWDER;INTRAVENOUS, INTERSTITIAL",25MG/VIAL,2018-11-21,8,2018.0,11.0,522.99,6275.88,112.91,1354.92,410.08,4920.96,78.4,Yes
LONHALA MAGNAIR KIT,GLYCOPYRROLATE,Expired,2025-11-25,-115,Respiratory,SOLUTION;INHALATION,25MCG/ML,2017-12-05,10,2017.0,12.0,195.66,2347.92,46.84,562.08,148.82,1785.84,76.1,Yes
NEUPRO,ROTIGOTINE,Expired,2025-11-27,-113,Other,"FILM, EXTENDED RELEASE;TRANSDERMAL",1MG/24HR,2012-04-02,36,2012.0,4.0,431.75,5181.0,92.88,1114.56,338.87,4066.44,78.5,Yes
NEVANAC,NEPAFENAC,Expired,2025-12-02,-108,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,0.1%,2005-08-19,3,2005.0,8.0,102.02,1224.24,11.29,135.48,90.73,1088.76,88.9,Yes
SPINRAZA,NUSINERSEN SODIUM,Expired,2025-12-05,-105,Other,SOLUTION;INTRATHECAL,EQ 12MG BASE/5ML (EQ 2.4MG BASE/ML),2016-12-23,26,2016.0,12.0,180.4,2164.8,38.93,467.16,141.47,1697.64,78.4,Yes
OPSUMIT,MACITENTAN,Expired,2025-12-05,-105,Oral,TABLET;ORAL,10MG,2013-10-18,10,2013.0,10.0,484.11,5809.32,96.79,1161.48,387.32,4647.84,80.0,Yes
OPSYNVI,MACITENTAN; TADALAFIL,Expired,2025-12-05,-105,Oral,TABLET;ORAL,10MG;20MG,2024-03-22,12,2024.0,3.0,584.33,7011.96,61.25,735.0,523.08,6276.96,89.5,Yes
XELJANZ XR,TOFACITINIB CITRATE,Expired,2025-12-08,-102,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 11MG BASE,2016-02-23,18,2016.0,2.0,556.37,6676.44,110.0,1320.0,446.37,5356.44,80.2,Yes
XELJANZ,TOFACITINIB CITRATE,Expired,2025-12-08,-102,Oral,SOLUTION;ORAL,EQ 1MG BASE/ML,2020-09-25,6,2020.0,9.0,256.99,3083.88,36.16,433.92,220.83,2649.96,85.9,Yes
JEVTANA KIT,CABAZITAXEL,Expired,2025-12-10,-100,Injectable,SOLUTION;INTRAVENOUS,60MG/1.5ML (40MG/ML),2010-06-17,7,2010.0,6.0,2280.45,27365.4,540.64,6487.68,1739.81,20877.72,76.3,Yes
